"","Call_askPrice","Call_askQty","Call_bidprice","Call_bidQty","Call_change","Call_changeinOpenInterest","Call_expiryDate","Call_identifier","Call_impliedVolatility","Call_lastPrice","Call_openInterest","Call_pChange","Call_pchangeinOpenInterest","Call_strikePrice","Call_totalBuyQuantity","Call_totalSellQuantity","Call_totalTradedVolume","Call_underlying","Call_underlyingValue","expiryDate","Put_askPrice","Put_askQty","Put_bidprice","Put_bidQty","Put_change","Put_changeinOpenInterest","Put_expiryDate","Put_identifier","Put_impliedVolatility","Put_lastPrice","Put_openInterest","Put_pChange","Put_pchangeinOpenInterest","Put_strikePrice","Put_totalBuyQuantity","Put_totalSellQuantity","Put_totalTradedVolume","Put_underlying","Put_underlyingValue","strikePrice","current_time"
"616","3.65","200","3.35","50","-3","270","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17000.00","16.72","3.75","566","-44.4444444444444","91.2162162162162","17000","86750","66700","633","NIFTY","15824.05","05-Aug-2021","1217.7","50","1117.1","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17000.00","0","0","0","0","0","17000","6050","6050","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"617","9.5","150","2.7","600","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17000.00","0","0","0","0","0","17000","2900","4950","0","NIFTY","15824.05","12-Aug-2021","1325.6","4800","1074.8","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17000.00","0","0","0","0","0","17000","4800","4800","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"618","188","50","0.8","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17000.00","0","0","0","0","0","17000","650","100","0","NIFTY","15824.05","18-Aug-2021","1447.65","4800","1081.3","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17000.00","0","0","0","0","0","17000","4800","4800","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"619","7.9","100","7.65","400","-0.9","982","26-Aug-2021","OPTIDXNIFTY26-08-2021CE17000.00","11.11","7.9","8338","-10.2272727272727","13.3496465470364","17000","108550","89350","3918","NIFTY","15824.05","26-Aug-2021","1137.55","200","1129.2","50","-172.5","19","26-Aug-2021","OPTIDXNIFTY26-08-2021PE17000.00","22.44","1128.9","685","-13.2549562010143","2.85285285285285","17000","10950","8400","248","NIFTY","15824.05","17000",2021-07-23 01:22:42
"620","96.5","4800","0.3","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17000.00","0","0","0","0","0","17000","50","4800","0","NIFTY","15824.05","02-Sep-2021","1340.1","4800","1025.35","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17000.00","0","0","0","0","0","17000","4800","4800","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"621","116.85","4800","0.3","50","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17000.00","0","0","0","0","0","17000","50","4800","0","NIFTY","15824.05","09-Sep-2021","1339.2","4800","1025.35","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17000.00","0","0","0","0","0","17000","4800","4800","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"622","1.35","16500","1.3","9200","-2.15","7847","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17000.00","21","1.3","31328","-62.3188405797102","33.4185085814062","17000","614050","620750","36584","NIFTY","15824.05","29-Jul-2021","1181.1","100","1176.05","300","-182.2","-331","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17000.00","36.94","1176.65","7721","-13.4083968061228","-4.11077993045206","17000","12000","12850","483","NIFTY","15824.05","17000",2021-07-23 01:22:42
"623","1949","4800","1482.7","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14150.00","0","0","0","0","0","14150","4800","4800","0","NIFTY","15824.05","02-Sep-2021","47.6","4800","0.3","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14150.00","0","0","0","0","0","14150","50","4800","0","NIFTY","15824.05","14150",2021-07-23 01:22:42
"624","18.95","50","18.2","150","2.35","-77","30-Sep-2021","OPTIDXNIFTY30-09-2021CE17000.00","8.18","18.45","8416.5","14.5962732919255","-0.906575616648025","17000","21650","10250","1030","NIFTY","15824.05","30-Sep-2021","1096","400","1091.85","100","-147.1","10","30-Sep-2021","OPTIDXNIFTY30-09-2021PE17000.00","20.12","1096","369","-11.8333199259915","2.78551532033426","17000","6050","5900","88","NIFTY","15824.05","17000",2021-07-23 01:22:42
"625","122.95","350","121.05","200","8.2","555","30-Dec-2021","OPTIDXNIFTY30-12-2021CE17000.00","6.82","121","15577.5","7.26950354609929","3.6944583125312","17000","8250","4700","915","NIFTY","15824.05","30-Dec-2021","1054.5","50","1040","50","-138.5","34","30-Dec-2021","OPTIDXNIFTY30-12-2021PE17000.00","19.3","1059.95","1420.5","-11.5565939338312","2.45221781464118","17000","1500","1650","96","NIFTY","15824.05","17000",2021-07-23 01:22:42
"626","396.9","50","311","50","-39","8","31-Mar-2022","OPTIDXNIFTY31-03-2022CE17000.00","7.02","348","32.5","-10.077519379845","32.6530612244898","17000","150","250","8","NIFTY","15824.05","31-Mar-2022","0","0","1001","100","0","0","31-Mar-2022","OPTIDXNIFTY31-03-2022PE17000.00","0","1200","24","0","0","17000","100","0","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"627","717.5","50","0","0","0","0","30-Jun-2022","OPTIDXNIFTY30-06-2022CE17000.00","0","0","0","0","0","17000","0","50","0","NIFTY","15824.05","30-Jun-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17000",2021-07-23 01:22:42
"628","1142.9","50","0","0","0","0","29-Dec-2022","OPTIDXNIFTY29-12-2022CE17000.00","0","0","0","0","0","17000","0","50","0","NIFTY","15824.05","29-Dec-2022","1430","50","0","0","0","0","29-Dec-2022","OPTIDXNIFTY29-12-2022PE17000.00","0","1460","6","0","0","17000","0","150","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"629","3086.95","50","0","0","0","0","28-Dec-2023","OPTIDXNIFTY28-12-2023CE17000.00","0","2100","0","0","0","17000","0","100","0","NIFTY","15824.05","28-Dec-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17000",2021-07-23 01:22:42
"630","136.9","4800","0.3","50","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE17000.00","0","0","0","0","0","17000","50","4800","0","NIFTY","15824.05","16-Sep-2021","1342.65","4800","1025.35","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE17000.00","0","0","0","0","0","17000","4800","4800","0","NIFTY","15824.05","17000",2021-07-23 01:22:42
"631","0.05","14400","0","0","-1.65","120","22-Jul-2021","OPTIDXNIFTY22-07-2021CE17050.00","43.24","0.05","182","-97.0588235294118","193.548387096774","17050","0","199950","2778","NIFTY","15824.05","22-Jul-2021","1274.65","75","1205.2","3000","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021PE17050.00","0","1309.4","1","0","0","17050","9300","9375","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"632","1.6","750","1.35","50","-1.9","26","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17050.00","22.06","1.45","82","-56.7164179104478","46.4285714285714","17050","77050","92600","100","NIFTY","15824.05","29-Jul-2021","1279.5","50","1183.2","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17050.00","0","1165.5","1","0","0","17050","10150","7100","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"633","16.4","3000","1.55","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17050.00","0","0","0","0","0","17050","50","24550","0","NIFTY","15824.05","05-Aug-2021","1306.65","1000","1147.35","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17050.00","0","0","0","0","0","17050","5800","5800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"634","1956.6","4800","1477.05","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14150.00","0","0","0","0","0","14150","4800","4800","0","NIFTY","15824.05","09-Sep-2021","82.5","4800","0.3","50","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14150.00","0","0","0","0","0","14150","50","4800","0","NIFTY","15824.05","14150",2021-07-23 01:22:42
"635","54.9","4800","0","0","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17050.00","0","0","0","0","0","17050","0","4800","0","NIFTY","15824.05","12-Aug-2021","1380.25","4800","1119.2","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17050.00","0","0","0","0","0","17050","4800","4800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"636","0","0","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17050.00","0","0","0","0","0","17050","0","0","0","NIFTY","15824.05","18-Aug-2021","1450.75","4800","1133.5","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17050.00","0","0","0","0","0","17050","4800","4800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"637","10.8","600","4.5","950","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE17050.00","0","0","0","0","0","17050","6050","12800","0","NIFTY","15824.05","26-Aug-2021","1310.2","1900","1089","4800","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE17050.00","0","0","0","0","0","17050","9200","6700","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"638","91","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17050.00","0","0","0","0","0","17050","0","4800","0","NIFTY","15824.05","02-Sep-2021","1397.7","4800","1070.8","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17050.00","0","0","0","0","0","17050","4800","4800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"639","110.8","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17050.00","0","0","0","0","0","17050","0","4800","0","NIFTY","15824.05","09-Sep-2021","1397.75","4800","1070.8","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17050.00","0","0","0","0","0","17050","4800","4800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"640","130.4","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE17050.00","0","0","0","0","0","17050","0","4800","0","NIFTY","15824.05","16-Sep-2021","1395.75","4800","1069.6","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE17050.00","0","0","0","0","0","17050","4800","4800","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"641","99","100","7.05","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE17050.00","0","0","0","0","0","17050","150","4900","0","NIFTY","15824.05","30-Sep-2021","1299","100","1069.6","4800","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE17050.00","0","0","0","0","0","17050","4800","4900","0","NIFTY","15824.05","17050",2021-07-23 01:22:42
"642","0.05","179775","0","0","-1.2","-128","22-Jul-2021","OPTIDXNIFTY22-07-2021CE17100.00","44.81","0.05","7187","-96","-1.74982911825017","17100","0","428250","9954","NIFTY","15824.05","22-Jul-2021","1296","975","1187.2","1500","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021PE17100.00","0","1173.45","0","0","0","17100","6300","7800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"643","1.3","100","1.25","2850","-1.7","-3","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17100.00","22.43","1.25","2214","-57.6271186440678","-0.13531799729364","17100","197200","109850","1606","NIFTY","15824.05","29-Jul-2021","1284.2","50","1262.05","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17100.00","0","1280.85","6","0","0","17100","10600","11700","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"644","52.7","4800","0.15","900","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17100.00","0","0","0","0","0","17100","900","4800","0","NIFTY","15824.05","12-Aug-2021","1434.4","4800","1177.9","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17100.00","0","0","0","0","0","17100","4800","4800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"645","1956.6","4800","1480.15","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14150.00","0","0","0","0","0","14150","4800","4800","0","NIFTY","15824.05","16-Sep-2021","82.5","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14150.00","0","0","0","0","0","14150","0","4800","0","NIFTY","15824.05","14150",2021-07-23 01:22:42
"646","113.25","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17100.00","0","0","0","0","0","17100","0","4800","0","NIFTY","15824.05","18-Aug-2021","1510.35","4800","1170.75","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17100.00","0","0","0","0","0","17100","4800","4800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"647","7.95","50","6.55","600","-1.6","29","26-Aug-2021","OPTIDXNIFTY26-08-2021CE17100.00","11.66","6.85","151","-18.9349112426035","23.7704918032787","17100","54900","37100","139","NIFTY","15824.05","26-Aug-2021","1252.55","100","1212.85","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE17100.00","0","0","0","0","0","17100","7600","7450","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"648","85.7","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17100.00","0","0","0","0","0","17100","0","4800","0","NIFTY","15824.05","02-Sep-2021","1448.9","4800","1114.7","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17100.00","0","0","0","0","0","17100","4800","4800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"649","105","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17100.00","0","0","0","0","0","17100","0","4800","0","NIFTY","15824.05","09-Sep-2021","1448.75","4800","1115.6","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17100.00","0","0","0","0","0","17100","4800","4800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"650","124.15","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE17100.00","0","0","0","0","0","17100","0","4800","0","NIFTY","15824.05","16-Sep-2021","1448.75","4800","1115.95","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE17100.00","0","0","0","0","0","17100","4800","4800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"651","15.9","50","12.05","50","2.25","11","30-Sep-2021","OPTIDXNIFTY30-09-2021CE17100.00","8.46","14.9","121","17.7865612648221","10","17100","15950","2750","50","NIFTY","15824.05","30-Sep-2021","1349","100","1115.6","4800","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE17100.00","0","0","0","0","0","17100","4800","4900","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"652","4.5","300","2.35","600","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17100.00","0","5","1","0","0","17100","4800","20500","0","NIFTY","15824.05","05-Aug-2021","1359.2","1000","1194.95","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17100.00","0","1261.05","1","0","0","17100","5800","5800","0","NIFTY","15824.05","17100",2021-07-23 01:22:42
"653","1.45","100","1.05","850","-211.85","43","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17150.00","22.72","1.05","43","-99.5068107092532","0","17150","75350","76450","1555","NIFTY","15824.05","29-Jul-2021","1364.7","50","1274.45","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17150.00","0","0","0","0","0","17150","10150","7100","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"654","52.7","4800","0","0","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17150.00","0","0","0","0","0","17150","0","5100","0","NIFTY","15824.05","12-Aug-2021","1488.75","4800","1208.55","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17150.00","0","0","0","0","0","17150","4800","4800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"655","90","300","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17150.00","0","0","0","0","0","17150","0","5100","0","NIFTY","15824.05","18-Aug-2021","1580.45","4800","1225.7","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17150.00","0","0","0","0","0","17150","4800","4800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"656","1898.95","4800","1601","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14150.00","0","0","0","0","0","14150","5000","4900","0","NIFTY","15824.05","30-Sep-2021","39","100","0.3","1000","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14150.00","0","0","0","0","0","14150","1000","5100","0","NIFTY","15824.05","14150",2021-07-23 01:22:42
"657","13","100","2.7","100","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE17150.00","0","0","0","0","0","17150","5100","11350","0","NIFTY","15824.05","26-Aug-2021","1503.55","4800","1179","4800","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE17150.00","0","0","0","0","0","17150","9200","6700","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"658","80.65","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17150.00","0","0","0","0","0","17150","0","4800","0","NIFTY","15824.05","02-Sep-2021","1500.75","4800","1160.75","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17150.00","0","0","0","0","0","17150","4800","4800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"659","99.45","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17150.00","0","0","0","0","0","17150","0","4800","0","NIFTY","15824.05","09-Sep-2021","1500.75","4800","1160.75","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17150.00","0","0","0","0","0","17150","4800","4800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"660","118.15","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE17150.00","0","0","0","0","0","17150","0","4800","0","NIFTY","15824.05","16-Sep-2021","1500.3","4800","1160.75","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE17150.00","0","0","0","0","0","17150","4800","4800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"661","25","100","5.65","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE17150.00","0","0","0","0","0","17150","150","4900","0","NIFTY","15824.05","30-Sep-2021","1399","100","1160.75","4800","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE17150.00","0","0","0","0","0","17150","4800","4900","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"662","0.05","5400","0","0","-1.3","84","22-Jul-2021","OPTIDXNIFTY22-07-2021CE17150.00","48.91","0.1","171","-92.8571428571428","96.551724137931","17150","0","179475","7119","NIFTY","15824.05","22-Jul-2021","1380.15","75","1297.7","1500","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021PE17150.00","0","0","0","0","0","17150","6300","6375","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"663","11.5","3000","1.05","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17150.00","0","0","0","0","0","17150","50","18750","0","NIFTY","15824.05","05-Aug-2021","1417.2","1000","1242.35","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17150.00","0","0","0","0","0","17150","5800","5800","0","NIFTY","15824.05","17150",2021-07-23 01:22:42
"664","1.2","1850","1.1","1100","-1.85","928","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17200.00","23.59","1.1","1965","-62.7118644067797","89.4889103182256","17200","283700","121900","2999","NIFTY","15824.05","29-Jul-2021","1384","50","1360.7","50","-160","-1","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17200.00","52.31","1421","15","-10.1201771030993","-6.25","17200","10250","11300","1","NIFTY","15824.05","17200",2021-07-23 01:22:42
"665","4.35","50","1.85","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17200.00","0","4","1","0","0","17200","23050","26500","0","NIFTY","15824.05","05-Aug-2021","1464.75","1000","1289.95","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17200.00","0","1288.9","2","0","0","17200","5850","5800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"666","49.3","4800","0.15","900","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17200.00","0","0","0","0","0","17200","900","4800","0","NIFTY","15824.05","12-Aug-2021","1543.3","4800","1270.85","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17200.00","0","0","0","0","0","17200","4800","4800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"667","4372.1","150","4286.05","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE11500.00","0","4435","2.5","0","0","11500","5000","4950","0","NIFTY","15824.05","30-Sep-2021","0","0","4.05","1050","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE11500.00","0","9","19","0","0","11500","12800","0","0","NIFTY","15824.05","11500",2021-07-23 01:22:42
"668","1704.35","450","1622.2","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14150.00","0","1655.75","4","0","0","14150","7000","7000","0","NIFTY","15824.05","29-Jul-2021","2.45","50","1.05","350","-1.35","-1","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14150.00","33.47","1.6","47","-45.7627118644068","-2.08333333333333","14150","40900","8350","66","NIFTY","15824.05","14150",2021-07-23 01:22:42
"669","115.65","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17200.00","0","0","0","0","0","17200","0","4800","0","NIFTY","15824.05","18-Aug-2021","1634.3","4800","1256.4","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17200.00","0","0","0","0","0","17200","4800","4800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"670","9","600","3.3","600","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE17200.00","0","0","0","0","0","17200","9600","15150","0","NIFTY","15824.05","26-Aug-2021","1377.3","100","1309.6","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE17200.00","0","0","0","0","0","17200","7650","4900","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"671","0.05","77250","0","0","-1.25","-62","22-Jul-2021","OPTIDXNIFTY22-07-2021CE17200.00","47.92","0.05","3212","-96.1538461538461","-1.89370800244349","17200","0","277650","6237","NIFTY","15824.05","22-Jul-2021","1396","975","1251.6","4800","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021PE17200.00","0","1290.05","1","0","0","17200","6300","7275","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"672","94.15","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17200.00","0","0","0","0","0","17200","0","4800","0","NIFTY","15824.05","09-Sep-2021","1552.5","4800","1206.05","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17200.00","0","0","0","0","0","17200","4800","4800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"673","112.35","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE17200.00","0","0","0","0","0","17200","0","4800","0","NIFTY","15824.05","16-Sep-2021","1554.15","4800","1205.85","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE17200.00","0","0","0","0","0","17200","4800","4800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"674","14.95","100","9.7","100","1.3","-2","30-Sep-2021","OPTIDXNIFTY30-09-2021CE17200.00","8.92","13.4","37","10.7438016528926","-5.12820512820513","17200","21500","3800","8","NIFTY","15824.05","30-Sep-2021","1498.95","4800","1206.05","4800","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE17200.00","0","0","0","0","0","17200","4800","4900","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"675","75.9","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17200.00","0","0","0","0","0","17200","0","4800","0","NIFTY","15824.05","02-Sep-2021","1553.15","4800","1205.85","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17200.00","0","0","0","0","0","17200","4800","4800","0","NIFTY","15824.05","17200",2021-07-23 01:22:42
"676","0.05","1350","0","0","-1.3","95","22-Jul-2021","OPTIDXNIFTY22-07-2021CE17250.00","49.46","0.05","258","-96.2962962962963","58.2822085889571","17250","0","171075","8651","NIFTY","15824.05","22-Jul-2021","1482.95","75","1395.5","1500","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021PE17250.00","0","0","0","0","0","17250","6300","6375","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"677","11.65","3000","1.65","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE17250.00","0","0","0","0","0","17250","4850","18750","0","NIFTY","15824.05","05-Aug-2021","1521","1000","1337.5","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE17250.00","0","0","0","0","0","17250","5800","5800","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"678","52.7","4800","0","0","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE17250.00","0","0","0","0","0","17250","0","4800","0","NIFTY","15824.05","12-Aug-2021","1597.6","4800","1309.6","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE17250.00","0","0","0","0","0","17250","4800","4800","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"679","1894.7","4800","1492.15","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14150.00","0","0","0","0","0","14150","4800","4800","0","NIFTY","15824.05","18-Aug-2021","32.8","4800","0.4","100","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14150.00","0","0","0","0","0","14150","100","4800","0","NIFTY","15824.05","14150",2021-07-23 01:22:42
"680","136","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE17250.00","0","0","0","0","0","17250","0","4800","0","NIFTY","15824.05","18-Aug-2021","1699.7","4800","1301.5","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE17250.00","0","0","0","0","0","17250","4800","4800","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"681","1.3","50","0.95","750","-2.05","30","29-Jul-2021","OPTIDXNIFTY29-07-2021CE17250.00","23.93","0.95","35","-68.3333333333333","600","17250","78850","63100","3753","NIFTY","15824.05","29-Jul-2021","1482.95","50","1403.1","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021PE17250.00","0","0","0","0","0","17250","10150","10200","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"682","71.35","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE17250.00","0","0","0","0","0","17250","0","4800","0","NIFTY","15824.05","02-Sep-2021","1602.55","4800","1251","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE17250.00","0","0","0","0","0","17250","4800","4800","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
"683","89.05","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE17250.00","0","0","0","0","0","17250","0","4800","0","NIFTY","15824.05","09-Sep-2021","1601.7","4800","1251.15","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE17250.00","0","0","0","0","0","17250","4800","4800","0","NIFTY","15824.05","17250",2021-07-23 01:22:42
